CNPJ Emitente,Razão Social Emitente,Data Emissão,Valor Total da Nota,Vencimento1,Valor1,Vencimento2,Valor2,Vencimento3,Valor3,Produto,Quantidade,Vlr.Unitário,Vlr.Total Produto
10.992.853/0001-00,WINE CAPITAL IMPORTACAO E DISTRIBUICAO - EIRELI,15/10/2025,559.75,02/12/2025,279.87,08/11/2025,279.88,,,CABERNET SAUVIGNON VENETO IGT AMERI GO VESPUCCI,6.0000,36.90,221.40
10.992.853/0001-00,WINE CAPITAL IMPORTACAO E DISTRIBUICAO - EIRELI,15/10/2025,559.75,02/12/2025,279.87,08/11/2025,279.88,,,PINOT GRIGIO DELLE VENEZIE DOC CAST ELNUOVO,8.0000,42.29,338.35
10.751.978/0001-49,FRUTT'S HORTIFRUTI LTDA,31/10/2025,504.89,08/11/2025,504.89,,,,ALFACE CRESPA,2.5600000000,1.0000,2.56
10.751.978/0001-49,FRUTT'S HORTIFRUTI LTDA,31/10/2025,504.89,08/11/2025,504.89,,,,ALFACE ROXA HIDROPONICA,2.4000000000,1.0000,2.40
10.751.978/0001-49,FRUTT'S HORTIFRUTI LTDA,31/10/2025,504.89,08/11/2025,504.89,,,,BANANA TERRA,3.3000,11.7600000000,38.81
10.751.978/0001-49,FRUTT'S HORTIFRUTI LTDA,31/10/2025,504.89,08/11/2025,504.89,,,,BANANA NANICA,2.9000,7.1200000000,20.65
10.751.978/0001-49,FRUTT'S HORTIFRUTI LTDA,31/10/2025,504.89,08/11/2025,504.89,,,,BATATA LAVADA,5.3600000000,7.0000,37.52
10.751.978/0001-49,FRUTT'S HORTIFRUTI LTDA,31/10/2025,504.89,08/11/2025,504.89,,,,CEBOLA BRANCA,2.3000000000,2.0000,4.60
10.751.978/0001-49,FRUTT'S HORTIFRUTI LTDA,31/10/2025,504.89,08/11/2025,504.89,,,,CENOURA,0.7000,6.0000000000,4.20
10.751.978/0001-49,FRUTT'S HORTIFRUTI LTDA,31/10/2025,504.89,08/11/2025,504.89,,,,SHIMEJI PRETO,11.2500000000,2.0000,22.50
10.751.978/0001-49,FRUTT'S HORTIFRUTI LTDA,31/10/2025,504.89,08/11/2025,504.89,,,,SHITAKE,2.0000,12.8000000000,25.60
10.751.978/0001-49,FRUTT'S HORTIFRUTI LTDA,31/10/2025,504.89,08/11/2025,504.89,,,,HORTELA,0.5000,9.6000000000,4.80
10.751.978/0001-49,FRUTT'S HORTIFRUTI LTDA,31/10/2025,504.89,08/11/2025,504.89,,,,LARANJA PERA,1.2000,4.4480000000,5.34
10.751.978/0001-49,FRUTT'S HORTIFRUTI LTDA,31/10/2025,504.89,08/11/2025,504.89,,,,LIMAO TAHITI,3.5000,7.5000000000,26.25
10.751.978/0001-49,FRUTT'S HORTIFRUTI LTDA,31/10/2025,504.89,08/11/2025,504.89,,,,LIMAO SICILIANO,2.4000,16.5600000000,39.74
10.751.978/0001-49,FRUTT'S HORTIFRUTI LTDA,31/10/2025,504.89,08/11/2025,504.89,,,,MANJERICAO ROXO,1.2000,7.5200000000,9.02
10.751.978/0001-49,FRUTT'S HORTIFRUTI LTDA,31/10/2025,504.89,08/11/2025,504.89,,,,MORANGO,3.0000,9.0000000000,27.00
10.751.978/0001-49,FRUTT'S HORTIFRUTI LTDA,31/10/2025,504.89,08/11/2025,504.89,,,,OVO BRANCO,1.0000,24.0000000000,24.00
10.751.978/0001-49,FRUTT'S HORTIFRUTI LTDA,31/10/2025,504.89,08/11/2025,504.89,,,,PERA,4.4000,15.0400000000,66.18
10.751.978/0001-49,FRUTT'S HORTIFRUTI LTDA,31/10/2025,504.89,08/11/2025,504.89,,,,PALMITO PUPUNHA,1.0000,19.2000000000,19.20
10.751.978/0001-49,FRUTT'S HORTIFRUTI LTDA,31/10/2025,504.89,08/11/2025,504.89,,,,PIMENTAO VERMELHO,0.3000,22.0000000000,6.60
10.751.978/0001-49,FRUTT'S HORTIFRUTI LTDA,31/10/2025,504.89,08/11/2025,504.89,,,,RUCULA HIDROPONICA,1.0000,4.0000000000,4.00
10.751.978/0001-49,FRUTT'S HORTIFRUTI LTDA,31/10/2025,504.89,08/11/2025,504.89,,,,SALSA CRESPA,1.0000,6.4000000000,6.40
10.751.978/0001-49,FRUTT'S HORTIFRUTI LTDA,31/10/2025,504.89,08/11/2025,504.89,,,,TOMATE CEREJA,1.0000,3.5200000000,3.52
10.751.978/0001-49,FRUTT'S HORTIFRUTI LTDA,31/10/2025,504.89,08/11/2025,504.89,,,,TOMATE CEREJA AMARELO,1.0000,8.0000000000,8.00
10.751.978/0001-49,FRUTT'S HORTIFRUTI LTDA,31/10/2025,504.89,08/11/2025,504.89,,,,TOMATE SALADA,4.0000,10.4000000000,41.60
10.751.978/0001-49,FRUTT'S HORTIFRUTI LTDA,31/10/2025,504.89,08/11/2025,504.89,,,,CEBOLINHA COMUM,1.0000,3.2000000000,3.20
59.501.502/0001-49,KEIKO SAN PRODUTOS ALIMENTICIOS LTDA - KEIKOSAN,28/10/2025,2490.19,07/11/2025,1245.19,11/11/2025,1245.00,,,FILE MIGNON 4/5 S/C ESTRELA OURO,35.83,69.50,2490.19
04.140.399/0001-67,AUTOAMERICA LTDA,08/10/2025,1028.68,08/11/2025,1028.68,,,,AZEITE DE OLIVA EXTRA VIRGEM-NOBLE NATURE 5,05L,4.0000,257.1700,1028.68
00.163.222/0001-25,FUTURA COMERCIAL TRADING LTDA,10/10/2025,776.38,07/11/2025,776.38,,,,VUR DON PASCUAL COASTAL ALBARINO BC750,6,60.75,364.50
00.163.222/0001-25,FUTURA COMERCIAL TRADING LTDA,10/10/2025,776.38,07/11/2025,776.38,,,,VUR DON PASCUAL COASTAL TANNAT TT750.,6,60.75,364.50
06.323.460/0001-37,CRISTIANE HASEGAWA-PESCADOS,16/10/2025,2519.30,16/10/2025,2519.30,,,,Pregereba,34.10,48.00,1636.80
06.323.460/0001-37,CRISTIANE HASEGAWA-PESCADOS,16/10/2025,2519.30,16/10/2025,2519.30,,,,Salmão Inteiro,7.25,58.00,420.50
06.323.460/0001-37,CRISTIANE HASEGAWA-PESCADOS,16/10/2025,2519.30,16/10/2025,2519.30,,,,Camarão Limpo,3.30,140.00,462.00
