"10.751.978/0001-49","FRUTT'S HORTIFRUTI LTDA","07/11/2025","550,88","15/11/2025","550,88","","","","","ALECRIM","12,8000000000","2,0000","25,60","000.023.334"
"10.751.978/0001-49","FRUTT'S HORTIFRUTI LTDA","07/11/2025","550,88","15/11/2025","550,88","","","","","ALFACE CRESPA","1,9900000000","2,0000","3,98","000.023.334"
"10.751.978/0001-49","FRUTT'S HORTIFRUTI LTDA","07/11/2025","550,88","15/11/2025","550,88","","","","","ALFACE ROXA HIDROPONICA","2,0000000000","2,0000","4,00","000.023.334"
"10.751.978/0001-49","FRUTT'S HORTIFRUTI LTDA","07/11/2025","550,88","15/11/2025","550,88","","","","","ALHO ROXO COM CASCA","30,4000000000","2,0000","60,80","000.023.334"
"10.751.978/0001-49","FRUTT'S HORTIFRUTI LTDA","07/11/2025","550,88","15/11/2025","550,88","","","","","ALHO PORRO","5,7000","11,7600000000","67,03","000.023.334"
"10.751.978/0001-49","FRUTT'S HORTIFRUTI LTDA","07/11/2025","550,88","15/11/2025","550,88","","","","","BANANA TERRA","2,8000","7,1200000000","19,94","000.023.334"
"10.751.978/0001-49","FRUTT'S HORTIFRUTI LTDA","07/11/2025","550,88","15/11/2025","550,88","","","","","BANANA NANICA","2,0000","4,7200000000","9,44","000.023.334"
"10.751.978/0001-49","FRUTT'S HORTIFRUTI LTDA","07/11/2025","550,88","15/11/2025","550,88","","","","","BATATA DOCE ESP","8,0000","3,6800000000","29,44","000.023.334"
"10.751.978/0001-49","FRUTT'S HORTIFRUTI LTDA","07/11/2025","550,88","15/11/2025","550,88","","","","","BATATA LAVADA","2,0000","3,4500000000","6,90","000.023.334"
"10.751.978/0001-49","FRUTT'S HORTIFRUTI LTDA","07/11/2025","550,88","15/11/2025","550,88","","","","","CEBOLA BRANCA","5,0000","6,7000000000","33,50","000.023.334"
"10.751.978/0001-49","FRUTT'S HORTIFRUTI LTDA","07/11/2025","550,88","15/11/2025","550,88","","","","","CEBOLA ROXA","1,0000","3,8400000000","3,84","000.023.334"
"10.751.978/0001-49","FRUTT'S HORTIFRUTI LTDA","07/11/2025","550,88","15/11/2025","550,88","","","","","CENOURA","0,5000","9,6000000000","4,80","000.023.334"
"10.751.978/0001-49","FRUTT'S HORTIFRUTI LTDA","07/11/2025","550,88","15/11/2025","550,88","","","","","HORTELA","1,0000","3,4500000000","3,45","000.023.334"
"10.751.978/0001-49","FRUTT'S HORTIFRUTI LTDA","07/11/2025","550,88","15/11/2025","550,88","","","","","LARANJA PERA","2,3000","4,4400000000","10,21","000.023.334"
"10.751.978/0001-49","FRUTT'S HORTIFRUTI LTDA","07/11/2025","550,88","15/11/2025","550,88","","","","","LIMAO TAHITI","3,5000","5,6000000000","19,60","000.023.334"
"10.751.978/0001-49","FRUTT'S HORTIFRUTI LTDA","07/11/2025","550,88","15/11/2025","550,88","","","","","LIMAO SICILIANO","3,0000","16,5600000000","49,68","000.023.334"
"10.751.978/0001-49","FRUTT'S HORTIFRUTI LTDA","07/11/2025","550,88","15/11/2025","550,88","","","","","MACA VERDE","3,0000","10,0000000000","30,00","000.023.334"
"10.751.978/0001-49","FRUTT'S HORTIFRUTI LTDA","07/11/2025","550,88","15/11/2025","550,88","","","","","MORANGO","3,0000","10,0000000000","30,00","000.023.334"
"10.751.978/0001-49","FRUTT'S HORTIFRUTI LTDA","07/11/2025","550,88","15/11/2025","550,88","","","","","OVO BRANCO","1,0000","24,0000000000","24,00","000.023.334"
"10.751.978/0001-49","FRUTT'S HORTIFRUTI LTDA","07/11/2025","550,88","15/11/2025","550,88","","","","","PIMENTAO VERMELHO","0,4000","20,0000000000","8,00","000.023.334"
"10.751.978/0001-49","FRUTT'S HORTIFRUTI LTDA","07/11/2025","550,88","15/11/2025","550,88","","","","","RUCULA HIDROPONICA","2,0000","3,2000000000","6,40","000.023.334"
"10.751.978/0001-49","FRUTT'S HORTIFRUTI LTDA","07/11/2025","550,88","15/11/2025","550,88","","","","","SALSA CRESPA","2,0000","6,4000000000","12,80","000.023.334"
"10.751.978/0001-49","FRUTT'S HORTIFRUTI LTDA","07/11/2025","550,88","15/11/2025","550,88","","","","","TOMATE CEREJA","3,0000","2,4000000000","7,20","000.023.334"
"10.751.978/0001-49","FRUTT'S HORTIFRUTI LTDA","07/11/2025","550,88","15/11/2025","550,88","","","","","TOMATE CEREJA AMARELO","3,0000","9,6000000000","28,80","000.023.334"
"10.751.978/0001-49","FRUTT'S HORTIFRUTI LTDA","07/11/2025","550,88","15/11/2025","550,88","","","","","TOMATE SALADA","6,0000","8,4800000000","50,88","000.023.334"
"10.751.978/0001-49","FRUTT'S HORTIFRUTI LTDA","07/11/2025","550,88","15/11/2025","550,88","","","","","TOMILHO","1,0000","8,0000000000","8,00","000.023.334"
"10.751.978/0001-49","FRUTT'S HORTIFRUTI LTDA","07/11/2025","550,88","15/11/2025","550,88","","","","","CEBOLINHA COMUM","1,0000","2,4000000000","2,40","000.023.334"
"55.078.307/0001-05","MEIWA INDUSTRIA E COMERCIO LTDA","22/10/2025","310,11","19/11/2025","310,11","","","","","RECIPIENTE MPP16 (1000ML) C/TAMPA 100 UNIDADES","2,00","141,26","282,56","1239431"
"41.939.028/0001-76","LEGEND COMERCIO DE BEBIDAS LTDA","21/10/2025","1.782,00","","","","","","","Logodaj Melnik 55","18","99,00","1.782,00","000.009.352"
"41.939.028/0001-76","LEGEND COMERCIO DE BEBIDAS LTDA","21/10/2025","1.782,00","","","","","","","Logodaj Melnik 55 (Bonificado)","","0,00","0,00","000.009.352"
